gender,age,under_30,senior_citizen,partner,dependents,number_of_dependents,married,total_population,phone_service_x,internet_service_x,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type,contract,paperless_billing,payment_method,monthly_ charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,tenure,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals,satisfaction_score,cltv,churn_value
Female,27,Yes,No,Yes,Yes,3,Yes,4283,Yes,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Bank transfer (automatic),44.35,40.42,44.35,0.0,0,40.42,84.77,1,No,59,Yes,No Offer,No,0,2,4599,1
Female,51,No,No,No,No,0,No,21279,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,107.75,46.7,6332.75,0.0,0,2708.6,9041.35,58,Yes,19,Yes,Offer B,No,0,3,5121,0
Female,47,No,No,No,No,0,No,7857,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.9,32.03,367.55,0.0,0,608.57,976.12,19,No,0,No,No Offer,No,0,5,3245,0
Female,73,No,Yes,Yes,No,0,Yes,57775,Yes,Yes,Yes,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,80.35,38.31,3825.85,0.0,90,1800.57,5716.42,47,Yes,7,No,No Offer,Yes,1,1,5915,1
Male,27,Yes,No,Yes,Yes,3,Yes,6216,Yes,Yes,Yes,Yes,No,No,No,No,No,Fiber Optic,One Year,Yes,Credit card (automatic),81.45,39.67,4983.05,14.15,0,2459.54,7428.44,62,No,41,Yes,No Offer,Yes,1,3,5179,0
Female,38,No,No,No,No,0,No,58555,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.45,18.12,246.25,0.0,0,217.44,463.69,12,No,0,No,No Offer,No,0,4,4788,0
Female,64,No,No,Yes,Yes,3,Yes,69974,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),25.2,39.3,1787.35,0.0,0,2829.6,4616.95,72,Yes,0,No,Offer A,Yes,1,3,4382,0
Male,71,No,Yes,Yes,No,0,Yes,254,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,73.65,5.37,1463.5,0.0,0,107.4,1570.9,20,No,24,Yes,No Offer,Yes,1,1,5849,1
Male,45,No,No,Yes,Yes,1,Yes,47344,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,DSL,Two Year,Yes,Bank transfer (automatic),72.95,34.13,4953.25,0.0,0,2320.84,7274.09,68,No,25,Yes,No Offer,Yes,4,4,4499,0
Female,61,No,No,No,No,0,No,30419,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),24.75,19.75,692.1,0.0,0,493.75,1185.85,25,Yes,0,No,Offer C,No,0,3,4931,1
Female,73,No,Yes,No,No,0,No,15195,Yes,Yes,Yes,Yes,No,No,No,No,No,DSL,Month-to-Month,No,Mailed check,54.85,25.74,104.2,0.0,0,51.48,155.68,2,No,6,Yes,No Offer,No,0,1,3016,1
Female,32,No,No,Yes,Yes,2,Yes,117,Yes,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-Month,No,Credit card (automatic),51.05,19.73,1815.0,0.0,0,710.28,2525.28,36,No,19,Yes,No Offer,Yes,3,3,2161,0
Male,68,No,Yes,No,No,0,No,12083,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,101.4,39.69,3496.3,0.0,0,1389.15,4885.45,35,Yes,25,Yes,Offer C,No,0,3,3689,1
Male,32,No,No,No,No,0,No,35419,Yes,Yes,Yes,No,No,Yes,Yes,No,No,DSL,Month-to-Month,No,Bank transfer (automatic),62.25,7.65,612.95,0.0,0,76.5,689.45,10,No,17,Yes,Offer D,No,0,3,3415,0
Male,42,No,No,No,Yes,3,No,751,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.55,30.63,19.55,0.0,0,30.63,50.18,1,No,0,No,No Offer,No,0,4,5272,0
Female,42,No,No,No,No,0,No,1130,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,87.55,27.72,3078.1,0.0,0,997.92,4076.02,36,No,24,Yes,No Offer,No,0,1,2558,1
Female,19,Yes,No,Yes,No,0,Yes,42459,Yes,Yes,Yes,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Bank transfer (automatic),50.3,33.24,355.1,0.0,0,232.68,587.78,7,No,53,Yes,No Offer,Yes,7,3,2547,0
Male,50,No,No,No,No,0,No,63288,Yes,Yes,No,No,No,Yes,No,No,No,DSL,Month-to-Month,No,Bank transfer (automatic),50.25,46.58,593.75,0.0,120,558.96,1272.71,12,No,26,No,No Offer,No,0,1,3624,1
Male,28,Yes,No,No,No,0,No,350,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,101.7,26.16,364.55,1.48,0,104.64,467.71,4,Yes,85,Yes,Offer E,No,0,2,2777,1
Female,58,No,No,No,No,0,No,2872,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.4,6.65,61.05,0.0,0,13.3,74.35,2,No,0,No,No Offer,No,0,5,5816,0
Male,56,No,No,No,No,0,No,24644,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Credit card (automatic),19.3,15.79,28.3,0.0,0,31.58,59.88,2,No,0,No,No Offer,No,0,3,2279,1
Male,26,Yes,No,No,No,0,No,3749,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit card (automatic),20.05,22.16,95.55,0.0,0,110.8,206.35,5,No,0,No,No Offer,No,0,4,2483,0
Female,37,No,No,Yes,Yes,5,Yes,41067,Yes,Yes,No,Yes,No,No,No,No,No,DSL,Month-to-Month,No,Mailed check,49.85,19.32,1336.15,0.0,0,521.64,1857.79,27,No,30,Yes,Offer C,Yes,5,3,5580,0
Male,29,Yes,No,No,No,0,No,49242,No,Yes,No,No,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),30.1,0.0,810.85,0.0,0,0.0,810.85,28,No,48,Yes,Offer C,No,0,4,2653,0
Male,51,No,No,No,No,0,No,64,No,Yes,Yes,Yes,No,No,No,Yes,Yes,DSL,Two Year,No,Bank transfer (automatic),46.2,0.0,2431.95,0.0,0,0.0,2431.95,54,No,7,Yes,Offer B,No,0,3,6143,0
Female,72,No,Yes,No,No,0,No,1236,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Fiber Optic,One Year,Yes,Mailed check,96.75,34.58,5206.55,0.0,0,1832.74,7039.29,53,No,28,Yes,Offer B,No,0,4,4766,0
Male,45,No,No,No,No,0,No,18518,Yes,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Mailed check,44.45,23.34,44.45,0.0,0,23.34,67.79,1,No,16,Yes,No Offer,No,0,3,3498,0
Female,54,No,No,Yes,No,0,Yes,40836,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Electronic check,19.7,3.28,1140.05,0.0,0,180.4,1320.45,55,No,0,No,Offer B,Yes,8,3,4888,0
Male,36,No,No,No,No,0,No,35451,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),20.4,1.4,905.55,0.0,0,61.6,967.15,44,No,0,No,No Offer,No,0,5,2404,0
Male,53,No,No,No,No,0,No,27135,Yes,Yes,No,Yes,No,Yes,Yes,No,No,DSL,Month-to-Month,Yes,Bank transfer (automatic),63.75,3.03,226.2,0.0,0,12.12,238.32,4,No,11,Yes,No Offer,No,0,5,2624,0
Female,64,No,No,No,No,0,No,48245,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Electronic check,20.2,31.81,65.95,0.0,0,95.43,161.38,3,No,0,No,No Offer,No,0,5,4369,0
Male,42,No,No,No,Yes,2,No,15022,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.4,49.53,42.9,0.0,0,99.06,141.96,2,No,0,No,No Offer,No,0,3,3000,0
Female,49,No,No,Yes,Yes,2,Yes,59632,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Cable,Two Year,No,Credit card (automatic),74.0,43.01,4868.4,0.0,0,2881.67,7750.07,67,Yes,16,Yes,No Offer,Yes,5,3,4188,0
Female,51,No,No,No,No,0,No,40568,Yes,Yes,No,No,No,No,No,No,No,Cable,Month-to-Month,Yes,Mailed check,50.65,22.56,151.3,0.0,0,67.68,218.98,3,Yes,3,Yes,Offer E,No,0,1,2876,1
Male,49,No,No,Yes,Yes,1,Yes,397,Yes,Yes,No,Yes,Yes,No,No,No,No,DSL,Month-to-Month,Yes,Mailed check,55.3,1.86,324.25,0.0,0,11.16,335.41,6,No,19,Yes,Offer E,Yes,1,2,3878,1
Female,73,No,Yes,No,No,0,No,4753,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,74.3,40.37,940.35,0.0,0,524.81,1465.16,13,No,21,Yes,No Offer,No,0,1,2995,1
Male,60,No,No,No,No,0,No,47107,Yes,Yes,No,No,No,Yes,No,No,No,DSL,Month-to-Month,Yes,Credit card (automatic),49.5,26.76,312.7,0.0,0,160.56,473.26,6,No,22,Yes,No Offer,No,0,5,5552,0
Female,27,Yes,No,No,No,0,No,115,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Fiber Optic,One Year,Yes,Credit card (automatic),95.65,30.6,4664.2,0.0,0,1407.6,6071.8,46,No,59,Yes,Offer B,No,0,3,4727,0
Male,73,No,Yes,No,No,0,No,51213,Yes,Yes,No,No,No,No,Yes,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,93.55,30.17,93.55,0.0,0,30.17,123.72,1,Yes,6,Yes,Offer E,No,0,1,5536,1
Male,62,No,No,No,No,0,No,23331,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Fiber Optic,One Year,Yes,Electronic check,89.55,45.22,3729.75,0.0,0,1854.02,5583.77,41,No,15,Yes,Offer B,No,0,3,5549,0
Male,54,No,No,No,No,0,No,14931,No,Yes,No,No,No,No,No,Yes,Yes,Cable,Month-to-Month,No,Electronic check,35.9,0.0,35.9,0.0,0,0.0,35.9,1,No,29,Yes,Offer E,No,0,1,4747,1
Female,50,No,No,No,No,0,No,36432,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Mailed check,69.25,39.36,418.4,0.0,0,236.16,654.56,6,No,5,Yes,No Offer,No,0,1,5816,1
Male,49,No,No,No,No,0,No,14852,Yes,Yes,No,No,No,Yes,Yes,No,No,DSL,Two Year,Yes,Bank transfer (automatic),66.15,17.77,3199.0,0.0,0,870.73,4069.73,49,Yes,13,Yes,No Offer,No,0,3,6138,0
Male,55,No,No,Yes,Yes,3,Yes,72,Yes,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Electronic check,50.9,8.58,225.6,0.0,0,34.32,259.92,4,Yes,57,Yes,Offer E,Yes,1,3,5691,1
Female,63,No,No,Yes,No,0,Yes,23519,Yes,Yes,No,No,No,No,Yes,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),85.35,14.21,754.65,0.0,50,127.89,932.54,9,Yes,5,No,Offer E,Yes,1,3,2445,1
Male,47,No,No,Yes,Yes,3,Yes,4101,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Bank transfer (automatic),19.95,19.75,1303.25,0.0,0,1343.0,2646.25,68,No,0,No,Offer A,Yes,4,3,6492,0
Female,31,No,No,No,Yes,3,No,5671,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Electronic check,25.1,30.64,1070.15,0.0,0,1317.52,2387.67,43,Yes,0,No,No Offer,No,0,4,4797,0
Female,58,No,No,Yes,Yes,2,Yes,2055,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,DSL,One Year,Yes,Bank transfer (automatic),70.75,42.05,4263.45,0.0,0,2607.1,6870.55,62,No,20,Yes,No Offer,Yes,5,3,4133,0
Female,42,No,No,No,Yes,1,No,41067,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Bank transfer (automatic),70.9,33.5,273.0,8.74,0,134.0,398.26,4,No,27,Yes,Offer E,No,0,1,4287,1
Male,73,No,Yes,No,No,0,No,28900,No,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,Yes,Bank transfer (automatic),25.2,0.0,102.5,0.0,0,0.0,102.5,4,No,19,Yes,Offer E,No,0,3,4694,1
Female,30,No,No,Yes,No,0,Yes,40750,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Fiber Optic,Month-to-Month,No,Electronic check,91.85,41.95,1574.45,0.0,0,713.15,2287.6,17,No,51,Yes,Offer D,Yes,1,1,5643,1
Female,53,No,No,No,No,0,No,1436,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,70.5,41.39,70.5,0.0,0,41.39,111.89,1,No,3,Yes,No Offer,No,0,2,4123,1
Female,25,Yes,No,No,No,0,No,26438,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,90.8,1.49,455.5,0.0,0,7.45,462.95,5,Yes,51,Yes,Offer E,No,0,3,5090,1
Female,22,Yes,No,No,No,0,No,8506,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,DSL,One Year,No,Credit card (automatic),73.9,5.75,3160.55,0.0,0,241.5,3402.05,42,No,53,Yes,Offer B,No,0,2,2774,1
Female,35,No,No,Yes,No,0,Yes,27607,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),100.15,36.62,6643.5,0.0,0,2380.3,9023.8,65,Yes,6,Yes,Offer B,Yes,8,4,4915,0
Female,50,No,No,No,No,0,No,7177,No,Yes,No,No,No,No,No,No,No,DSL,One Year,No,Mailed check,25.85,0.0,25.85,0.0,0,0.0,25.85,1,No,18,Yes,No Offer,No,0,3,4467,0
Male,58,No,No,No,No,0,No,3684,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,67.75,11.75,116.65,0.0,0,23.5,140.15,2,No,4,Yes,No Offer,No,0,2,2299,1
Male,48,No,No,Yes,No,0,Yes,63235,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Cable,Two Year,No,Credit card (automatic),48.15,0.0,2032.3,0.0,0,0.0,2032.3,42,No,8,Yes,Offer B,Yes,10,4,2673,0
Female,44,No,No,Yes,No,0,Yes,13840,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Bank transfer (automatic),106.1,30.09,5769.75,0.0,0,1594.77,7364.52,53,No,11,Yes,No Offer,Yes,1,3,4471,1
Female,70,No,Yes,Yes,No,0,Yes,27778,Yes,No,No,No,No,No,No,No,No,No,Two Year,Yes,Credit card (automatic),25.7,8.48,1937.4,0.0,0,610.56,2547.96,72,Yes,0,No,No Offer,Yes,9,3,5079,0
Male,45,No,No,No,No,0,No,291,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,104.95,33.93,7544.3,25.42,0,2442.96,9961.84,72,Yes,18,Yes,No Offer,No,0,5,5760,0
Male,58,No,No,Yes,Yes,3,Yes,584,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit card (automatic),19.65,26.17,169.75,0.0,0,209.36,379.11,8,No,0,No,Offer E,Yes,6,4,4535,0
Female,19,Yes,No,Yes,Yes,2,Yes,579,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Fiber Optic,Month-to-Month,No,Mailed check,84.4,27.24,1936.85,0.0,0,626.52,2563.37,23,No,82,Yes,No Offer,Yes,5,3,2177,0
Male,53,No,No,No,No,0,No,38818,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Electronic check,20.55,15.91,20.55,0.0,0,15.91,36.46,1,No,0,No,No Offer,No,0,2,5636,1
Male,32,No,No,No,No,0,No,53686,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),19.95,15.32,1311.75,0.0,0,1026.44,2338.19,67,No,0,No,Offer A,No,0,5,6212,0
Male,64,No,No,No,No,0,No,17018,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,DSL,Month-to-Month,No,Mailed check,73.35,40.99,931.55,49.02,0,532.87,1415.4,13,No,21,Yes,No Offer,No,0,4,4645,0
Female,23,Yes,No,Yes,No,0,Yes,51213,No,Yes,No,No,No,No,Yes,Yes,Yes,Cable,Month-to-Month,No,Electronic check,44.6,0.0,97.1,0.0,0,0.0,97.1,2,No,51,Yes,No Offer,Yes,1,3,5482,1
Male,60,No,No,No,Yes,3,No,1564,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Mailed check,20.1,27.34,190.25,0.0,0,246.06,436.31,9,No,0,No,No Offer,No,0,4,3444,0
Female,24,Yes,No,No,No,0,No,12672,Yes,Yes,No,No,Yes,No,No,No,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),79.2,15.29,4765.0,0.0,0,917.4,5682.4,60,Yes,48,Yes,No Offer,No,0,3,5687,0
Female,71,No,Yes,No,No,0,No,55306,Yes,Yes,No,No,Yes,No,No,Yes,No,Fiber Optic,Month-to-Month,Yes,Electronic check,85.0,42.5,85.0,0.0,0,42.5,127.5,1,No,8,Yes,No Offer,No,0,2,2650,1
Male,31,No,No,No,No,0,No,2664,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,20.9,31.73,518.3,0.0,0,824.98,1343.28,26,No,0,No,Offer C,No,0,3,5895,0
Male,54,No,No,Yes,Yes,3,Yes,22177,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),19.6,13.43,125.0,0.0,0,107.44,232.44,8,No,0,No,Offer E,Yes,1,5,3214,0
Female,19,Yes,No,No,No,0,No,291,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed check,19.5,27.17,27.55,0.0,0,54.34,81.89,2,No,0,No,No Offer,No,0,5,4836,0
Male,56,No,No,No,No,0,No,34592,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Cable,Two Year,Yes,Credit card (automatic),63.25,46.24,3342.45,0.0,130,2404.48,5876.93,52,No,10,No,No Offer,No,0,4,6471,0
Male,62,No,No,No,No,0,No,178,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL,One Year,No,Mailed check,79.0,35.13,4801.1,0.0,0,2107.8,6908.9,60,No,3,Yes,No Offer,No,0,3,4807,0
Male,42,No,No,Yes,Yes,3,Yes,13003,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Mailed check,20.4,31.49,1226.45,0.0,0,1920.89,3147.34,61,No,0,No,Offer B,Yes,7,3,5897,0
Male,39,No,No,No,No,0,No,1859,Yes,Yes,No,No,No,No,No,No,No,DSL,Month-to-Month,No,Credit card (automatic),51.75,9.98,201.1,0.0,0,39.92,241.02,4,Yes,13,Yes,No Offer,No,0,1,3865,1
Female,40,No,No,Yes,Yes,2,Yes,471,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,25.45,42.37,1534.05,0.0,0,2499.83,4033.88,59,Yes,0,No,Offer B,No,0,4,4746,0
Female,79,No,Yes,Yes,No,0,Yes,1968,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Electronic check,25.2,31.43,1306.3,0.0,0,1571.5,2877.8,50,Yes,0,No,No Offer,No,0,3,4015,0
Male,61,No,No,No,No,0,No,1933,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,75.1,4.53,75.1,0.0,0,4.53,79.63,1,Yes,28,Yes,No Offer,No,0,3,4120,0
Male,47,No,No,Yes,No,0,Yes,3002,Yes,No,No,No,No,No,No,No,No,No,One Year,Yes,Bank transfer (automatic),20.95,25.08,495.15,0.0,0,627.0,1122.15,25,No,0,No,No Offer,Yes,3,4,5682,0
Female,34,No,No,Yes,Yes,1,Yes,24908,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Bank transfer (automatic),19.9,12.22,1389.35,0.0,0,867.62,2256.97,71,No,0,No,Offer A,Yes,4,4,5789,0
Female,45,No,No,No,No,0,No,5096,Yes,Yes,No,Yes,No,No,No,No,No,Fiber Optic,Month-to-Month,No,Electronic check,79.55,25.56,151.75,0.0,0,51.12,202.87,2,Yes,6,Yes,Offer E,No,0,4,5965,0
Male,62,No,No,Yes,Yes,2,Yes,53636,Yes,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),84.5,44.0,6130.85,0.0,0,3168.0,9298.85,72,Yes,20,Yes,Offer A,Yes,4,5,6202,0
Male,31,No,No,Yes,Yes,3,Yes,22250,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Credit card (automatic),25.5,23.69,630.6,44.42,0,592.25,1178.43,25,Yes,0,No,No Offer,Yes,1,3,5230,0
Male,75,No,Yes,Yes,No,0,Yes,12743,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,98.5,25.78,3004.15,37.55,40,747.62,3754.22,29,Yes,28,No,No Offer,Yes,1,3,5137,1
Male,32,No,No,Yes,Yes,3,Yes,13485,Yes,No,No,No,No,No,No,No,No,No,Two Year,No,Mailed check,20.2,31.7,387.4,0.0,0,602.3,989.7,19,No,0,No,No Offer,Yes,3,3,4821,0
Female,72,No,Yes,Yes,No,0,Yes,30742,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Fiber Optic,One Year,Yes,Bank transfer (automatic),105.55,33.74,7195.35,0.0,0,2361.8,9557.15,70,Yes,24,Yes,No Offer,Yes,1,4,4605,0
Male,22,Yes,No,Yes,Yes,3,Yes,49975,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank transfer (automatic),20.25,49.83,174.7,0.0,0,348.81,523.51,7,No,0,No,Offer E,No,0,5,3149,0
Female,64,No,No,No,No,0,No,31622,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,One Year,Yes,Credit card (automatic),76.0,19.72,1783.6,0.0,0,433.84,2217.44,22,Yes,5,Yes,Offer D,No,0,4,2031,0
Female,25,Yes,No,Yes,Yes,2,Yes,64010,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,Yes,Credit card (automatic),116.8,16.01,8456.75,0.0,0,1152.72,9609.47,72,Yes,59,Yes,No Offer,Yes,2,3,6252,0
Female,38,No,No,Yes,No,0,Yes,7527,No,Yes,No,Yes,Yes,Yes,Yes,No,No,DSL,Two Year,No,Credit card (automatic),51.35,0.0,3244.4,0.0,0,0.0,3244.4,61,No,17,Yes,Offer B,Yes,10,3,4159,0
Female,74,No,Yes,No,No,0,No,54254,Yes,Yes,No,No,No,No,No,Yes,No,Fiber Optic,Two Year,Yes,Electronic check,79.5,48.62,2665.0,0.0,0,1555.84,4220.84,32,No,12,Yes,No Offer,No,0,4,3041,0
Female,43,No,No,Yes,Yes,2,Yes,25126,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Electronic check,95.25,1.6,3314.15,0.0,0,59.2,3373.35,37,Yes,11,Yes,No Offer,No,0,4,2969,0
Male,59,No,No,No,No,0,No,9899,Yes,Yes,No,No,Yes,Yes,No,No,No,Cable,Month-to-Month,No,Mailed check,55.05,14.65,55.05,0.0,0,14.65,69.7,1,No,15,Yes,No Offer,No,0,4,2962,0
Female,53,No,No,No,No,0,No,58639,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,DSL,Month-to-Month,No,Electronic check,71.15,48.14,563.65,0.0,0,385.12,948.77,8,Yes,18,Yes,Offer E,No,0,1,2662,1
Female,49,No,No,Yes,Yes,2,Yes,51213,Yes,No,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank transfer (automatic),24.25,9.97,838.5,0.0,0,329.01,1167.51,33,Yes,0,No,No Offer,Yes,2,5,5531,0
Male,52,No,No,No,No,0,No,1215,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Fiber Optic,Month-to-Month,Yes,Credit card (automatic),94.5,35.52,2659.4,0.0,0,994.56,3653.96,28,Yes,26,Yes,No Offer,No,0,1,5433,1
Male,39,No,No,No,No,0,No,5710,Yes,Yes,No,Yes,No,No,No,No,No,DSL,Month-to-Month,Yes,Electronic check,51.35,17.16,262.3,0.0,0,85.8,348.1,5,No,7,Yes,Offer E,No,0,5,2893,0
Female,55,No,No,No,No,0,No,807,Yes,Yes,No,No,No,No,No,No,No,Fiber Optic,Month-to-Month,Yes,Electronic check,74.75,16.48,706.6,0.0,0,148.32,854.92,9,Yes,12,Yes,Offer E,No,0,2,5003,1
Male,44,No,No,Yes,Yes,3,Yes,2527,No,Yes,No,Yes,No,No,No,No,No,Cable,Month-to-Month,No,Credit card (automatic),29.3,0.0,1224.05,0.0,0,0.0,1224.05,43,No,53,Yes,Offer B,Yes,5,3,4741,0
Male,55,No,No,Yes,Yes,2,Yes,55,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Credit card (automatic),24.1,16.68,73.1,0.0,0,66.72,139.82,4,Yes,0,No,Offer E,Yes,1,3,4463,0
Female,64,No,No,No,No,0,No,39566,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Cable,Month-to-Month,Yes,Bank transfer (automatic),98.9,34.92,1120.95,0.0,0,419.04,1539.99,12,No,23,Yes,No Offer,No,0,1,5559,1
Female,23,Yes,No,Yes,No,0,Yes,595,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Bank transfer (automatic),105.7,25.46,6816.95,0.0,0,1705.82,8522.77,67,Yes,73,Yes,Offer A,Yes,2,4,5027,0
Male,53,No,No,Yes,No,0,Yes,25303,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Fiber Optic,Two Year,No,Bank transfer (automatic),108.65,41.88,6937.95,0.0,0,2722.2,9660.15,65,Yes,7,Yes,No Offer,No,0,1,6120,1
Female,24,Yes,No,Yes,Yes,2,Yes,4236,Yes,No,No,No,No,No,No,No,No,No,One Year,Yes,Credit card (automatic),20.35,23.47,1442.65,0.0,0,1619.43,3062.08,69,No,0,No,No Offer,Yes,5,3,5188,0
Male,28,Yes,No,No,No,0,No,75319,Yes,No,No,No,No,No,No,No,No,No,One Year,Yes,Electronic check,19.9,4.02,164.6,0.0,0,36.18,200.78,9,No,0,No,No Offer,No,0,4,3643,0
Female,66,No,Yes,No,No,0,No,20350,Yes,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic,One Year,Yes,Electronic check,84.35,26.29,609.65,29.17,10,184.03,774.51,7,No,20,No,Offer E,No,0,3,2107,0
Male,35,No,No,No,Yes,1,No,414,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Fiber Optic,One Year,Yes,Electronic check,103.8,4.28,3470.8,0.0,0,145.52,3616.32,34,Yes,16,Yes,Offer C,No,0,4,5382,0
Male,47,No,No,No,No,0,No,30540,Yes,No,No,No,No,No,No,No,No,No,One Year,No,Mailed check,19.95,6.86,68.2,0.0,0,27.44,95.64,4,No,0,No,No Offer,No,0,4,2195,0
Female,48,No,No,Yes,No,0,Yes,234,Yes,Yes,No,Yes,Yes,No,No,No,No,Fiber Optic,One Year,No,Credit card (automatic),86.45,9.76,5762.95,0.0,150,663.68,6576.63,68,Yes,15,No,Offer A,Yes,5,5,4480,0
